created_at,entry_id,field1,field2
2021-07-27 12:27:53 UTC,656,31.80000,62.00000
2021-07-27 12:28:09 UTC,657,31.80000,62.00000
2021-07-27 12:28:25 UTC,658,31.80000,62.00000
2021-07-27 12:28:41 UTC,659,31.80000,62.00000
2021-07-27 12:28:57 UTC,660,31.80000,62.00000
2021-07-27 12:29:13 UTC,661,31.80000,63.00000
2021-07-27 12:29:29 UTC,662,31.80000,62.00000
2021-07-27 12:29:45 UTC,663,31.70000,62.00000
2021-07-27 12:30:02 UTC,664,31.70000,62.00000
2021-07-27 12:30:18 UTC,665,31.70000,62.00000
2021-07-27 12:30:34 UTC,666,31.70000,62.00000
2021-07-27 12:30:50 UTC,667,31.60000,63.00000
